record_id,tool_name,vendor,product,version,control_domain,control_objective,current_control_id,current_control_name,framework_alignment,deployment_scope,environment,coverage_level,effectiveness_score,operational_status,annual_cost_usd,utilization_percent,license_count,eol_date,notes
TM-0118,"EPP, Firewalls, and Email Security",Check Point,"EPP, Firewalls, and Email Security from Check Point",Latest,Endpoint,"Endpoint protection and workload hardening using EPP, Firewalls, and Email Security",CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,Production,Covered,68.4,Active,219782,44,7873,,
TM-0119,PAM,Delinea,PAM from Delinea,v3,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,82.5,Active,109101,62,10669,,
TM-0120,Adaptive MFA,Okta,Adaptive MFA,Latest,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,CIS-v8.1,BU-specific,Hybrid,Partial,42.2,Active,150140,77,12227,,
TM-0121,Entra ID P2,Microsoft,Entra ID P2,v3,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,NIST-CSF-2.0,Regional,On-Prem,Missing,38.5,Active,284873,83,19132,,
TM-0122,PAM,CyberArk,PAM,v3,Identity,Identity and privileged access governance,PR.AA,Privileged Access Management,CIS-v8.1,Enterprise-wide,Production,Partial,62.1,Active,200880,49,14021,,
TM-0123,IdentityIQ,SailPoint,IdentityIQ,v3,Identity,Identity lifecycle and provisioning,CIS-5,Account Management,NIST-CSF-2.0,HQ + Branches,Production,Covered,64,Active,156207,62,10182,,
TM-0124,PingFederate,Ping Identity,PingFederate,Latest,Identity,Identity lifecycle and provisioning,CIS-5,Access Governance,CIS-v8.1,Enterprise-wide,On-Prem,Covered,55.5,Under Review,218288,87,23003,,
TM-0125,Falcon Insight XDR,CrowdStrike,Falcon Insight XDR,v1,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,CIS-v8.1,Enterprise-wide,Hybrid,Covered,60.2,Active,320666,81,5632,,
TM-0126,Singularity Complete,SentinelOne,Singularity Complete,v2,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0,Enterprise-wide,Hybrid,Missing,57,Under Review,308185,86,5998,,
TM-0127,Defender for Endpoint,Microsoft,Defender for Endpoint,v2,Endpoint,Endpoint protection and hardening,PR.PS,Platform Security,CIS-v8.1,Regional,Hybrid,Partial,82.9,Active,152869,83,12413,,
TM-0128,VMDR,Qualys,VMDR,Latest,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Covered,39.3,Active,183282,52,1517,,
TM-0129,Nessus / Tenable.sc,Tenable,Nessus / Tenable.sc,v1,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,CIS-v8.1,HQ + Branches,On-Prem,Covered,58.2,Active,266009,96,2366,,
TM-0130,NGFW + Panorama,Palo Alto,NGFW + Panorama,Latest,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,Enterprise-wide,On-Prem,Missing,71,Active,361306,66,23948,,
TM-0131,FortiGate + FortiManager,Fortinet,FortiGate + FortiManager,Latest,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,BU-specific,Production,Partial,45.9,Active,304275,62,13125,,
TM-0132,Quantum Security Gateway,Check Point,Quantum Security Gateway,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,BU-specific,Cloud,Covered,83.8,Active,172856,74,8446,,
TM-0133,ZIA + ZPA,Zscaler,ZIA + ZPA,v3,Network,Secure access service edge and zero trust,PR.AC,Access Control,NIST-CSF-2.0,HQ + Branches,Cloud,Covered,88.6,Planned,360520,44,2147,,
TM-0134,SSE,Netskope,SSE,v2,Network,Secure access service edge and zero trust,PR.AC,Access Control,CIS-v8.1,BU-specific,On-Prem,Covered,79.7,Active,345592,75,8292,,
TM-0135,Enterprise Security,Splunk,Enterprise Security,v2,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Partial,36.1,Active,402034,56,19181,,
TM-0136,QRadar SIEM,IBM,QRadar SIEM,v2,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Hybrid,Covered,88.2,Active,350470,87,22106,,
TM-0137,Sentinel,Microsoft,Sentinel,v1,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Partial,44.7,Active,328153,74,22578,,
TM-0138,Cortex XSOAR,Palo Alto,Cortex XSOAR,Latest,SOC,Automated incident orchestration and response,RS.RP,Incident Response,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,50,Active,211489,82,11289,,
TM-0139,SOAR Platform,Swimlane,SOAR Platform,v2,SOC,Automated incident orchestration and response,RS.RP,Incident Response,CIS-v8.1,HQ + Branches,Hybrid,Covered,94.7,Planned,262040,52,9620,,
TM-0140,Purview DLP,Microsoft,Purview DLP,Latest,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0,Regional,Hybrid,Missing,38.3,Active,217999,93,17819,,
TM-0141,DLP,Symantec,DLP,v1,Data,Data classification and loss prevention,PR.DS,Data Security,CIS-v8.1,Enterprise-wide,Hybrid,Covered,92,Active,235492,94,5644,,
TM-0142,DAM + Data Security Fabric,Imperva,DAM + Data Security Fabric,Latest,Data,Database and structured data protection,PR.DS,Data Security,CIS-v8.1,Enterprise-wide,On-Prem,Covered,66.6,Active,382554,58,821,,
TM-0143,Advanced WAF,F5,Advanced WAF,v1,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,53.1,Under Review,303763,43,17673,,
TM-0144,WAF + API Shield,Cloudflare,WAF + API Shield,Latest,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,48.6,Active,368219,73,10650,,
TM-0145,CNAPP,Wiz,CNAPP,v3,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,BU-specific,Production,Covered,61.4,Under Review,280790,41,22640,,
TM-0146,Prisma Cloud,Prisma,Prisma Cloud,v1,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Covered,35.1,Active,315764,46,16745,,
TM-0147,Cloud Security Platform,Orca,Cloud Security Platform,v3,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,Enterprise-wide,On-Prem,Missing,37.7,Active,254977,82,9004,,
TM-0148,Cloud Permissions Firewall,Sonrai,Cloud Permissions Firewall,v1,Cloud,Cloud identity and entitlement governance,CIS-5,Account Management,CIS-v8.1,Regional,Production,Partial,81.3,Active,153655,69,20360,,
TM-0149,CNAPP + Runtime,Aqua,CNAPP + Runtime,v2,Cloud,Kubernetes and container runtime protection,PR.PS,Platform Security,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,On-Prem,Partial,86.1,Active,379066,63,7420,,
TM-0150,Email Protection,Proofpoint,Email Protection,v1,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0,Enterprise-wide,Cloud,Missing,67.5,Planned,120706,50,18861,,
TM-0151,Email Security Cloud,Mimecast,Email Security Cloud,v2,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,CIS-v8.1,BU-specific,Production,Missing,55.9,Active,99530,91,18613,,
TM-0152,Defender for Office 365,Microsoft,Defender for Office 365,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,CIS-v8.1,Regional,On-Prem,Partial,58.1,Under Review,87273,40,10681,,
TM-0153,Email Protection,Barracuda,Email Protection,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Covered,40,Active,92085,72,10721,,
TM-0154,PRA,BeyondTrust,PRA from BeyondTrust,Latest,Identity,Identity and privileged access controls for PRA,PR.AA,Identity and Access Management,CIS-v8.1,HQ + Branches,Production,Partial,92.4,Active,181010,75,19811,,
TM-0155,EPP,McAfee,EPP from McAfee,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,82.2,Active,117536,88,16990,,
TM-0156,SIEM,QRadar,SIEM from QRadar,Latest,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Production,Covered,75.6,Active,401547,37,3937,,
TM-0157,Threat Intelligence Platform,Anomali,Threat Intelligence Platform from Anomali,Latest,SOC,"Monitoring, detection, and response control coverage via Threat Intelligence Platform",DE.CM,Security Continuous Monitoring,CIS-v8.1,BU-specific,On-Prem,Partial,71.2,Active,243837,75,6330,,
TM-0158,Digital Risk Protection,CTM360,Digital Risk Protection from CTM360,v1,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,On-Prem,Partial,92.6,Active,351639,79,5458,,
TM-0159,DAM,Imperva,DAM from Imperva,v3,Data,Data security and application protection with DAM,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Covered,88.7,Active,357251,63,2304,,
TM-0160,EPP,Carbon Black,EPP from Carbon Black,v3,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Partial,53.3,Active,148116,79,17541,,
TM-0161,Sandboxing,OPSWAT,Sandboxing from OPSWAT,v2,SOC,"Monitoring, detection, and response control coverage via Sandboxing",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Production,Missing,84.9,Active,271290,57,14358,,
TM-0162,Cybersecurity awareness training,OutThink,Cybersecurity awareness training from OutThink,Latest,SOC,"Monitoring, detection, and response control coverage via Cybersecurity awareness training",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,60.1,Under Review,266898,60,10306,,
TM-0163,Email security,Proofpoint,Email security from Proofpoint,v1,Email,Email threat prevention and response via Email security,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0,BU-specific,Production,Covered,77.8,Active,161233,84,16038,,
TM-0164,Vulnerability Management,Tenable,Vulnerability Management from Tenable,v2,Data,Data security and application protection with Vulnerability Management,PR.DS,Data Security,NIST-CSF-2.0,HQ + Branches,Production,Partial,67.6,Active,162759,93,5729,,
TM-0165,GRC,Archer,GRC from Archer,v3,Data,Data security and application protection with GRC,PR.DS,Data Security,NIST-CSF-2.0,BU-specific,Hybrid,Partial,69.7,Active,199945,68,12624,,
TM-0166,NDR,Darktrace,NDR from Darktrace,v2,SOC,"Monitoring, detection, and response control coverage via NDR",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Partial,80.4,Active,370963,70,20651,,
TM-0167,Web and API Protection,Invicti,Web and API Protection from Invicti,v1,Data,Data security and application protection with Web and API Protection,PR.DS,Data Security,NIST-CSF-2.0,Enterprise-wide,Cloud,Partial,83.3,Active,288693,66,15723,,
TM-0168,IPS,Trend Micro TippingPoint,IPS from Trend Micro TippingPoint,v3,Network,Network boundary and segmentation controls enabled by IPS,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,85.9,Active,309658,78,4053,,
TM-0169,Deep Security,Trend Micro,Deep Security from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using Deep Security,CIS-10,Malware Defenses,CIS-v8.1,HQ + Branches,Hybrid,Covered,44.1,Under Review,187274,97,8712,,
TM-0170,Sandbox,Trend Micro,Sandbox from Trend Micro,Latest,SOC,"Monitoring, detection, and response control coverage via Sandbox",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Production,Covered,64.4,Active,200904,41,7340,,
TM-0171,Data classification,Boldon James,Data classification from Boldon James,Latest,Data,Data security and application protection with Data classification,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Missing,91.8,Under Review,366510,80,4843,,
TM-0172,PAM,Arcon,PAM from Arcon,v2,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,CIS-v8.1,HQ + Branches,On-Prem,Missing,66.3,Active,172524,63,6109,,
TM-0173,Algosec,Unknown Vendor,Algosec,v3,SOC,"Monitoring, detection, and response control coverage via Algosec",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Cloud,Partial,90.6,Active,264587,68,21197,,
TM-0174,SASE,Palo Alto,SASE from Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by SASE,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,BU-specific,Cloud,Partial,58.1,Active,349466,47,13884,,
TM-0175,Password Policy Enforcer,Netwrix,Password Policy Enforcer from Netwrix,v1,Identity,Identity and privileged access controls for Password Policy Enforcer,PR.AA,Identity and Access Management,CIS-v8.1,HQ + Branches,Cloud,Partial,74.3,Active,118683,41,9405,,
TM-0176,Endpoint issue management,Nexthink,Endpoint issue management from Nexthink,v3,Endpoint,Endpoint protection and workload hardening using Endpoint issue management,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,67.1,Active,120963,43,8406,,
TM-0177,Device and App Control,DriveLock,Device and App Control from DriveLock,Latest,SOC,"Monitoring, detection, and response control coverage via Device and App Control",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Partial,67.5,Active,305337,45,24766,,
TM-0178,File security,Reversing Labs,File security from Reversing Labs,v3,Data,Data security and application protection with File security,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,53.9,Under Review,217246,77,24499,,
TM-0179,Firewalls,Check Point,Firewalls from Check Point and Palo Alto,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Covered,76.3,Planned,352259,49,1397,,
TM-0180,Firewalls,Palo Alto,Firewalls from Check Point and Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,HQ + Branches,Hybrid,Partial,50.3,Active,393877,47,11093,,
TM-0181,NPM,SolarWinds,NPM from SolarWinds,Latest,Network,Network boundary and segmentation controls enabled by NPM,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,HQ + Branches,Hybrid,Covered,83.8,Planned,452630,81,1669,,
TM-0182,Network Packet Broker,Gigamon,Network Packet Broker from Gigamon,v2,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Missing,65.1,Active,481229,63,13384,,
TM-0183,Patch Management,Qualys,Patch Management from Qualys,v3,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,50.5,Active,164417,96,7524,,
TM-0184,MFT,GoAnywhere,MFT from GoAnywhere,v3,Data,Data security and application protection with MFT,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Covered,57,Planned,329987,52,3152,,
TM-0185,WAF,Barracuda,WAF from Barracuda,Latest,Data,Data security and application protection with WAF,PR.DS,Data Security,CIS-v8.1,BU-specific,Hybrid,Covered,53.1,Under Review,211439,62,6500,,
TM-0186,API Security,Symantec,API Security from Symantec,Latest,Data,Data security and application protection with API Security,PR.DS,Data Security,NIST-CSF-2.0,Regional,Cloud,Missing,78.9,Active,282538,71,6152,,
TM-0187,Data Classification,Fortra,Data Classification from Fortra,v2,Data,Data security and application protection with Data Classification,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,55.8,Active,299834,43,24117,,
TM-0188,PGP,Symantec,PGP from Symantec,v2,SOC,"Monitoring, detection, and response control coverage via PGP",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,On-Prem,Partial,82.6,Active,211628,38,19245,,
TM-0189,Email Gateway,OPSWAT,Email Gateway from OPSWAT,v2,Email,Email threat prevention and response via Email Gateway,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,87.8,Planned,59397,87,19724,,
TM-0190,Firewalls,Check Point,Firewalls from Check Point,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Covered,70.8,Active,490200,52,24728,,
TM-0191,DLP,Forcepoint,DLP from Forcepoint,Latest,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Cloud,Covered,42.1,Active,261249,51,4752,,
TM-0192,EPM and PRA,BeyondTrust,EPM and PRA from BeyondTrust,v3,Identity,Identity and privileged access controls for EPM and PRA,PR.AA,Identity and Access Management,CIS-v8.1,Regional,Hybrid,Partial,75.2,Active,179537,55,10092,,
TM-0193,EPP,ESET,EPP from ESET,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,On-Prem,Covered,50.6,Active,166996,82,23856,,
TM-0194,DAM and DSF,Imperva,DAM and DSF from Imperva,v3,Data,Data security and application protection with DAM and DSF,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Partial,78.6,Active,151211,54,10206,,
TM-0195,CLM,Keyfactor,CLM from Keyfactor,v3,SOC,"Monitoring, detection, and response control coverage via CLM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Covered,48.9,Planned,266760,63,24722,,
TM-0196,DNS Security,Cloudflare,DNS Security from Cloudflare,v3,SOC,"Monitoring, detection, and response control coverage via DNS Security",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,Hybrid,Partial,77.9,Active,355188,68,13260,,
TM-0197,DevSecOps,Checkmarx,DevSecOps from Checkmarx,v3,SOC,"Monitoring, detection, and response control coverage via DevSecOps",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Production,Partial,91.9,Active,283484,45,21379,,
TM-0198,User Authentication and Authorization,RSA,User Authentication and Authorization from RSA,Latest,SOC,"Monitoring, detection, and response control coverage via User Authentication and Authorization",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,On-Prem,Covered,67.2,Under Review,259681,67,11485,,
